criterion,storm_id,storm_name,year,window_start,window_end,n_qualifying_points,min_dist_km,peak_wind_kt_overall,wind_kt_at_closest,status_at_closest,month_at_closest,window_hr,category_at_closest,category_overall
in_domain,AL012016,Alex,2016,2016-01-07 12:00:00,2016-01-09 06:00:00,8,626.7862932651,75.0,55.0,EX,1,90.0,TS,Cat1
in_domain,AL012019,Andrea,2019,2019-05-21 00:00:00,2019-05-22 06:00:00,6,791.8108275077382,35.0,30.0,LO,5,78.0,TD,TS
in_domain,AL012020,Arthur,2020,2020-05-17 00:00:00,2020-05-21 00:00:00,17,80.22302615047104,55.0,45.0,TS,5,144.0,TS,TS
in_domain,AL012021,Ana,2021,2021-05-21 18:00:00,2021-05-23 12:00:00,8,1175.7567445179195,50.0,35.0,SS,5,90.0,TS,TS
in_domain,AL012022,Alex,2022,2022-06-05 06:00:00,2022-06-06 18:00:00,7,550.326507994619,60.0,60.0,TS,6,84.0,TS,TS
in_domain,AL012023,Unnamed,2023,2023-01-15 00:00:00,2023-01-17 06:00:00,10,402.1917883192927,60.0,45.0,EX,1,102.0,TS,TS
in_domain,AL021982,Unnamed,1982,1982-06-18 12:00:00,1982-06-20 06:00:00,8,43.0265763879029,60.0,60.0,SS,6,90.0,TS,TS
in_domain,AL021985,Bob,1985,1985-07-24 12:00:00,1985-07-26 00:00:00,8,437.96891895701657,65.0,30.0,TD,7,84.0,TD,Cat1
in_domain,AL021987,Arlene,1987,1987-08-08 00:00:00,1987-08-15 18:00:00,24,193.60551075608439,65.0,10.0,LO,8,234.0,TD,Cat1
in_domain,AL021992,Unnamed,1992,1992-06-26 12:00:00,1992-06-26 12:00:00,1,1022.8726248315554,30.0,30.0,TD,6,48.0,TD,TD
in_domain,AL021994,Unnamed,1994,1994-07-20 06:00:00,1994-07-21 06:00:00,6,407.1510597104756,30.0,30.0,TD,7,72.0,TD,TD
in_domain,AL021995,Barry,1995,1995-07-05 06:00:00,1995-07-09 12:00:00,19,487.18298999794246,60.0,20.0,TD,7,150.0,TD,TS
in_domain,AL021996,Bertha,1996,1996-07-11 12:00:00,1996-07-14 00:00:00,12,190.29650517267783,100.0,65.0,HU,7,108.0,Cat1,Cat3
in_domain,AL021997,Ana,1997,1997-06-30 12:00:00,1997-07-04 12:00:00,17,374.70960699280255,40.0,30.0,TD,6,144.0,TD,TS
in_domain,AL021998,Bonnie,1998,1998-08-25 12:00:00,1998-08-30 00:00:00,20,69.72355235611812,100.0,65.0,HU,8,156.0,Cat1,Cat3
in_domain,AL022004,Bonnie,2004,2004-08-13 00:00:00,2004-08-14 00:00:00,5,92.23465768115238,55.0,25.0,TD,8,72.0,TD,TS
in_domain,AL022006,Unnamed,2006,2006-07-16 12:00:00,2006-07-18 06:00:00,8,649.7061439860524,45.0,30.0,EX,7,90.0,TD,TS
in_domain,AL022007,Barry,2007,2007-06-02 18:00:00,2007-06-05 00:00:00,10,43.0265763879029,50.0,40.0,EX,6,102.0,TS,TS
in_domain,AL022008,Bertha,2008,2008-07-11 18:00:00,2008-07-17 00:00:00,22,1093.287198640964,110.0,60.0,TS,7,174.0,TS,Cat3
in_domain,AL022011,Bret,2011,2011-07-16 06:00:00,2011-07-23 00:00:00,21,410.04050362141646,60.0,40.0,TS,7,210.0,TS,TS
in_domain,AL022012,Beryl,2012,2012-05-25 12:00:00,2012-06-01 06:00:00,30,42.42668918340801,60.0,45.0,LO,5,210.0,TS,TS
in_domain,AL022015,Bill,2015,2015-06-21 00:00:00,2015-06-21 00:00:00,1,653.0234706580537,50.0,15.0,LO,6,48.0,TD,TS
in_domain,AL022016,Bonnie,2016,2016-05-28 00:00:00,2016-06-05 12:00:00,36,20.440394230581,40.0,25.0,TD,6,252.0,TD,TS
in_domain,AL022018,Beryl,2018,2018-07-12 12:00:00,2018-07-16 12:00:00,17,581.0947602380259,70.0,25.0,DB,7,144.0,TD,Cat1
in_domain,AL022020,Bertha,2020,2020-05-27 06:00:00,2020-05-28 12:00:00,7,452.9230115331424,45.0,30.0,TD,5,78.0,TD,TS
in_domain,AL022021,Bill,2021,2021-06-13 18:00:00,2021-06-15 18:00:00,9,167.93064410123137,55.0,30.0,TD,6,96.0,TD,TS
in_domain,AL022024,Beryl,2024,2024-07-10 18:00:00,2024-07-11 12:00:00,4,911.931638650406,145.0,25.0,EX,7,66.0,TD,Cat5
in_domain,AL031979,Unnamed,1979,1979-07-11 06:00:00,1979-07-12 18:00:00,7,793.8382156152549,25.0,25.0,TD,7,84.0,TD,TD
in_domain,AL031980,Unnamed,1980,1980-07-23 12:00:00,1980-07-26 00:00:00,11,141.17217733146293,30.0,30.0,TD,7,108.0,TD,TD
in_domain,AL031985,Claudette,1985,1985-08-09 18:00:00,1985-08-13 06:00:00,15,195.73270890948677,75.0,30.0,SD,8,132.0,TD,Cat1
in_domain,AL031986,Unnamed,1986,1986-07-26 00:00:00,1986-07-28 06:00:00,10,973.0008093918221,30.0,25.0,TD,7,102.0,TD,TD
in_domain,AL031987,Unnamed,1987,1987-08-16 18:00:00,1987-08-17 06:00:00,3,735.2432790111606,40.0,10.0,TD,8,60.0,TD,TS
in_domain,AL031988,Chris,1988,1988-08-28 12:00:00,1988-08-30 06:00:00,9,434.58562822313576,45.0,20.0,EX,8,90.0,TD,TS
in_domain,AL031990,Bertha,1990,1990-07-24 12:00:00,1990-08-01 18:00:00,34,147.21033488300435,70.0,20.0,SD,7,246.0,TD,Cat1
in_domain,AL031991,Bob,1991,1991-08-17 18:00:00,1991-08-20 00:00:00,11,75.25701732601757,100.0,95.0,HU,8,102.0,Cat2,Cat3
in_domain,AL031992,Unnamed,1992,1992-07-24 18:00:00,1992-07-26 00:00:00,6,1362.3857365616595,30.0,30.0,TD,7,78.0,TD,TD
in_domain,AL031994,Beryl,1994,1994-08-17 06:00:00,1994-08-19 00:00:00,8,503.58198137236786,50.0,15.0,TD,8,90.0,TD,TS
in_domain,AL031995,Chantal,1995,1995-07-17 12:00:00,1995-07-19 18:00:00,10,670.4907502734643,60.0,55.0,TS,7,102.0,TS,TS
in_domain,AL031997,Bill,1997,1997-07-11 06:00:00,1997-07-12 15:00:00,7,724.2134685151755,65.0,40.0,TS,7,81.0,TS,Cat1
in_domain,AL032002,Cristobal,2002,2002-08-05 18:00:00,2002-08-08 18:00:00,13,393.0545632930557,45.0,30.0,TD,8,120.0,TD,TS
in_domain,AL032003,Bill,2003,2003-07-02 12:00:00,2003-07-03 00:00:00,3,422.5675448130676,50.0,20.0,EX,7,60.0,TD,TS
in_domain,AL032004,Charley,2004,2004-08-14 06:00:00,2004-08-15 12:00:00,8,186.46044292041918,130.0,40.0,EX,8,78.0,TS,Cat4
in_domain,AL032005,Cindy,2005,2005-07-07 18:00:00,2005-07-09 18:00:00,9,365.4077755481164,65.0,25.0,EX,7,96.0,TD,Cat1
in_domain,AL032006,Beryl,2006,2006-07-18 12:00:00,2006-07-21 18:00:00,15,175.39598494949482,50.0,40.0,TS,7,126.0,TS,TS
in_domain,AL032007,Chantal,2007,2007-07-31 00:00:00,2007-08-01 00:00:00,5,818.9025776390267,60.0,30.0,TD,7,72.0,TD,TS
in_domain,AL032008,Cristobal,2008,2008-07-19 00:00:00,2008-07-23 00:00:00,17,40.67661083581024,55.0,45.0,TS,7,144.0,TS,TS
in_domain,AL032009,Bill,2009,2009-08-21 18:00:00,2009-08-23 12:00:00,8,604.9015863616852,115.0,80.0,HU,8,90.0,Cat1,Cat4
in_domain,AL032012,Chris,2012,2012-06-17 00:00:00,2012-06-19 00:00:00,9,957.0105200910505,75.0,20.0,LO,6,96.0,TD,Cat1
in_domain,AL032014,Bertha,2014,2014-08-04 18:00:00,2014-08-06 18:00:00,9,283.7519814805513,70.0,50.0,TS,8,96.0,TS,Cat1
in_domain,AL032015,Claudette,2015,2015-07-12 00:00:00,2015-07-14 18:00:00,12,20.427776306988275,45.0,25.0,LO,7,114.0,TD,TS
in_domain,AL032016,Colin,2016,2016-06-07 06:00:00,2016-06-08 12:00:00,6,106.15656266350463,50.0,50.0,EX,6,78.0,TS,TS
in_domain,AL032017,Cindy,2017,2017-06-24 06:00:00,2017-06-24 06:00:00,1,483.81900106878743,50.0,25.0,LO,6,48.0,TD,TS
in_domain,AL032018,Chris,2018,2018-07-05 06:00:00,2018-07-12 06:00:00,29,239.36827990284428,90.0,35.0,TS,7,216.0,TS,Cat2
in_domain,AL032019,Three,2019,2019-07-23 12:00:00,2019-07-23 12:00:00,1,851.0523273020491,30.0,30.0,TD,7,48.0,TD,TD
in_domain,AL032021,Claudette,2021,2021-06-20 18:00:00,2021-06-22 18:00:00,9,121.0006657498089,40.0,40.0,TS,6,96.0,TS,TS
in_domain,AL032022,Colin,2022,2022-07-01 18:00:00,2022-07-02 18:00:00,6,348.26589928987187,35.0,30.0,TD,7,72.0,TD,TS
in_domain,AL041979,Bob,1979,1979-07-13 18:00:00,1979-07-16 12:00:00,12,75.34415447726732,65.0,20.0,TD,7,114.0,TD,Cat1
in_domain,AL041984,Unnamed,1984,1984-08-06 12:00:00,1984-08-08 12:00:00,9,686.2930068495982,30.0,20.0,TD,8,96.0,TD,TD
in_domain,AL041985,Danny,1985,1985-08-18 00:00:00,1985-08-20 18:00:00,12,227.0216176355834,80.0,25.0,EX,8,114.0,TD,Cat1
in_domain,AL041994,Chris,1994,1994-08-21 12:00:00,1994-08-23 00:00:00,7,1139.1403449014801,70.0,35.0,TS,8,84.0,TS,Cat1
in_domain,AL041997,Claudette,1997,1997-07-13 00:00:00,1997-07-16 12:00:00,15,301.9669639361635,40.0,40.0,TS,7,132.0,TS,TS
in_domain,AL041998,Danielle,1998,1998-08-31 12:00:00,1998-09-03 00:00:00,11,470.66743119345574,90.0,85.0,HU,9,108.0,Cat2,Cat2
in_domain,AL042000,Unnamed,2000,2000-08-10 12:00:00,2000-08-11 12:00:00,5,634.8029667631581,30.0,25.0,TD,8,72.0,TD,TD
in_domain,AL042005,Dennis,2005,2005-07-17 06:00:00,2005-07-17 18:00:00,3,961.653005936569,130.0,10.0,LO,7,60.0,TD,Cat4
in_domain,AL042010,Colin,2010,2010-08-07 00:00:00,2010-08-08 06:00:00,6,1070.420326312844,50.0,30.0,TD,8,78.0,TD,TS
in_domain,AL042012,Debby,2012,2012-06-26 21:00:00,2012-06-27 12:00:00,4,780.4202266707371,55.0,30.0,TD,6,63.0,TD,TS
in_domain,AL042013,Dorian,2013,2013-08-03 06:00:00,2013-08-04 06:00:00,5,316.97190870610467,50.0,30.0,LO,8,72.0,TD,TS
in_domain,AL042014,Cristobal,2014,2014-08-27 00:00:00,2014-08-28 18:00:00,8,475.798469894199,75.0,65.0,HU,8,90.0,Cat1,Cat1
in_domain,AL042020,Dolly,2020,2020-06-22 06:00:00,2020-06-24 00:00:00,8,836.3609675196025,40.0,30.0,LO,6,90.0,TD,TS
in_domain,AL042021,Danny,2021,2021-06-27 18:00:00,2021-06-29 00:00:00,7,459.117398171891,40.0,35.0,TS,6,78.0,TS,TS
in_domain,AL042024,Debby,2024,2024-08-05 11:00:00,2024-08-09 18:00:00,19,415.2388874417158,70.0,30.0,EX,8,151.0,TD,Cat1
in_domain,AL051979,Unnamed,1979,1979-07-10 12:00:00,1979-07-13 12:00:00,13,322.8457305081331,30.0,30.0,TD,7,120.0,TD,TD
in_domain,AL051983,Chantal,1983,1983-09-10 12:00:00,1983-09-11 18:00:00,6,1177.1658671085663,65.0,30.0,TD,9,78.0,TD,Cat1
in_domain,AL051984,Unnamed,1984,1984-08-18 06:00:00,1984-08-18 18:00:00,3,1000.4847971065288,50.0,25.0,SD,8,60.0,TD,TS
in_domain,AL051986,Charley,1986,1986-08-14 06:00:00,1986-08-20 12:00:00,27,63.03076451989523,70.0,65.0,HU,8,198.0,Cat1,Cat1
in_domain,AL051988,Ernesto,1988,1988-09-03 00:00:00,1988-09-03 00:00:00,1,1419.3500323222042,55.0,25.0,TD,9,48.0,TD,TS
in_domain,AL051989,Dean,1989,1989-08-06 06:00:00,1989-08-08 00:00:00,8,982.0450059354234,90.0,90.0,HU,8,90.0,Cat2,Cat2
in_domain,AL051993,Emily,1993,1993-08-29 00:00:00,1993-09-02 18:00:00,21,39.45252067832686,100.0,100.0,HU,8,162.0,Cat3,Cat3
in_domain,AL051995,Erin,1995,1995-08-02 18:00:00,1995-08-06 12:00:00,2,696.6458786096241,85.0,20.0,TD,8,138.0,TD,Cat2
in_domain,AL051996,Edouard,1996,1996-08-30 18:00:00,1996-09-03 18:00:00,17,493.2012808007139,125.0,100.0,HU,9,144.0,Cat3,Cat4
in_domain,AL051997,Danny,1997,1997-07-24 00:00:00,1997-07-27 00:00:00,13,165.76426799216728,70.0,40.0,TS,7,120.0,TS,Cat1
in_domain,AL051998,Earl,1998,1998-09-03 18:00:00,1998-09-05 12:00:00,8,146.9675353482212,85.0,50.0,EX,9,90.0,TS,Cat2
in_domain,AL051999,Dennis,1999,1999-08-29 06:00:00,1999-09-08 06:00:00,42,93.77201432377397,90.0,60.0,TS,9,288.0,TS,Cat2
in_domain,AL052001,Dean,2001,2001-08-24 12:00:00,2001-08-27 12:00:00,13,705.3526005671415,60.0,25.0,LO,8,120.0,TD,TS
in_domain,AL052002,Edouard,2002,2002-09-01 18:00:00,2002-09-05 18:00:00,18,600.8794353945754,55.0,35.0,TS,9,144.0,TS,TS
in_domain,AL052009,Danny,2009,2009-08-28 06:00:00,2009-08-29 00:00:00,4,475.14673402516985,50.0,35.0,TS,8,66.0,TS,TS
in_domain,AL052011,Emily,2011,2011-08-07 12:00:00,2011-08-07 18:00:00,2,510.4942969719995,45.0,30.0,LO,8,54.0,TD,TS
in_domain,AL052019,Dorian,2019,2019-09-04 06:00:00,2019-09-07 18:00:00,16,8.446319472266879,160.0,85.0,HU,9,132.0,Cat2,Cat5
in_domain,AL052020,Edouard,2020,2020-07-04 06:00:00,2020-07-05 18:00:00,7,674.0154731574756,40.0,30.0,LO,7,84.0,TD,TS
in_domain,AL052021,Elsa,2021,2021-07-07 14:30:00,2021-07-10 00:00:00,13,240.7923843944331,75.0,45.0,TS,7,105.5,TS,Cat1
in_domain,AL052024,Ernesto,2024,2024-08-16 12:00:00,2024-08-19 06:00:00,13,1043.5422764783798,85.0,75.0,HU,8,114.0,Cat1,Cat2
in_domain,AL061979,Claudette,1979,1979-07-29 06:00:00,1979-07-29 12:00:00,2,587.4489931328519,45.0,15.0,TD,7,54.0,TD,TS
in_domain,AL061981,Bret,1981,1981-06-29 12:00:00,1981-07-01 12:00:00,9,167.6868866130278,60.0,50.0,TS,7,96.0,TS,TS
in_domain,AL061982,Debby,1982,1982-09-15 18:00:00,1982-09-18 06:00:00,11,888.5541784916459,115.0,95.0,HU,9,108.0,Cat2,Cat4
in_domain,AL061983,Dean,1983,1983-09-27 00:00:00,1983-09-30 18:00:00,16,188.08963572919717,55.0,55.0,TS,9,138.0,TS,TS
in_domain,AL061991,Claudette,1991,1991-09-08 06:00:00,1991-09-09 12:00:00,6,1240.4948693968956,115.0,80.0,HU,9,78.0,Cat1,Cat4
in_domain,AL061996,Fran,1996,1996-09-05 00:00:00,1996-09-08 12:00:00,16,271.4163209685849,105.0,100.0,HU,9,132.0,Cat3,Cat3
in_domain,AL062001,Erin,2001,2001-09-09 00:00:00,2001-09-13 18:00:00,20,884.2890188354748,105.0,80.0,HU,9,162.0,Cat1,Cat3
in_domain,AL062004,Frances,2004,2004-09-06 06:00:00,2004-09-09 12:00:00,6,639.9994480405346,125.0,25.0,EX,9,126.0,TD,Cat4
in_domain,AL062005,Franklin,2005,2005-07-23 06:00:00,2005-07-29 18:00:00,27,567.183612138753,60.0,50.0,TS,7,204.0,TS,TS
in_domain,AL062006,Ernesto,2006,2006-08-31 06:00:00,2006-09-03 12:00:00,15,197.0550034608881,65.0,30.0,TD,9,126.0,TD,Cat1
in_domain,AL062008,Fay,2008,2008-08-20 18:00:00,2008-08-28 06:00:00,12,688.1114409092878,60.0,15.0,EX,8,228.0,TD,TS
in_domain,AL062010,Danielle,2010,2010-08-28 12:00:00,2010-08-28 18:00:00,2,1554.8236877483798,115.0,95.0,HU,8,54.0,Cat2,Cat4
in_domain,AL062011,Franklin,2011,2011-08-12 12:00:00,2011-08-13 06:00:00,4,870.1258341764105,40.0,25.0,LO,8,66.0,TD,TS
in_domain,AL062017,Emily,2017,2017-08-01 12:00:00,2017-08-02 00:00:00,3,559.799030488865,50.0,30.0,LO,8,60.0,TD,TS
in_domain,AL062018,Florence,2018,2018-09-12 06:00:00,2018-09-18 12:00:00,27,164.91245919191994,130.0,90.0,HU,9,198.0,Cat2,Cat4
in_domain,AL062019,Erin,2019,2019-08-26 12:00:00,2019-08-29 18:00:00,14,271.44008905660206,35.0,30.0,TD,8,126.0,TD,TS
in_domain,AL062020,Fay,2020,2020-07-07 12:00:00,2020-07-11 12:00:00,18,59.538993826308925,50.0,40.0,TS,7,144.0,TS,TS
in_domain,AL062021,Fred,2021,2021-08-18 06:00:00,2021-08-20 06:00:00,9,660.1519396074877,55.0,20.0,LO,8,96.0,TD,TS
in_domain,AL062022,Earl,2022,2022-09-08 12:00:00,2022-09-09 12:00:00,5,1167.7208871758978,95.0,80.0,HU,9,72.0,Cat1,Cat2
in_domain,AL071980,Charley,1980,1980-08-20 12:00:00,1980-08-24 12:00:00,17,243.39570187825362,70.0,25.0,SD,8,144.0,TD,Cat1
in_domain,AL071981,Unnamed,1981,1981-07-03 06:00:00,1981-07-04 00:00:00,4,431.93179168360297,30.0,-99.0,TD,7,66.0,Unknown,TD
in_domain,AL071982,Unnamed,1982,1982-09-25 00:00:00,1982-09-27 12:00:00,11,726.5548150231252,30.0,30.0,TD,9,108.0,TD,TD
in_domain,AL071992,Danielle,1992,1992-09-22 12:00:00,1992-09-26 12:00:00,18,76.99174282515621,55.0,45.0,TS,9,144.0,TS,TS
in_domain,AL071993,Floyd,1993,1993-09-08 06:00:00,1993-09-09 12:00:00,6,624.8734503601258,70.0,40.0,TS,9,78.0,TS,Cat1
in_domain,AL071995,Felix,1995,1995-08-14 06:00:00,1995-08-21 18:00:00,31,238.80520669013572,120.0,65.0,HU,8,228.0,Cat1,Cat4
in_domain,AL071998,Georges,1998,1998-10-01 00:00:00,1998-10-01 06:00:00,2,788.2175366105863,135.0,20.0,TD,10,54.0,TD,Cat4
in_domain,AL072003,Unnamed,2003,2003-07-25 12:00:00,2003-07-27 00:00:00,7,678.7000775508569,30.0,25.0,TD,7,84.0,TD,TD
in_domain,AL072004,Gaston,2004,2004-08-27 12:00:00,2004-09-01 06:00:00,21,237.11865608657843,65.0,35.0,TS,8,162.0,TS,Cat1
in_domain,AL072006,Florence,2006,2006-09-10 18:00:00,2006-09-12 18:00:00,9,961.217675452982,80.0,75.0,HU,9,96.0,Cat1,Cat1
in_domain,AL072007,Gabrielle,2007,2007-09-08 00:00:00,2007-09-11 06:00:00,15,70.16302284679925,50.0,45.0,TS,9,126.0,TS,TS
in_domain,AL072010,Earl,2010,2010-09-02 06:00:00,2010-09-04 12:00:00,10,147.22388098406384,125.0,85.0,HU,9,102.0,Cat2,Cat4
in_domain,AL072011,Gert,2011,2011-08-14 18:00:00,2011-08-16 06:00:00,7,1209.2826224022904,55.0,50.0,TS,8,84.0,TS,TS
in_domain,AL072013,Gabrielle,2013,2013-09-10 06:00:00,2013-09-13 12:00:00,14,679.5683420854983,55.0,35.0,TS,9,126.0,TS,TS
in_domain,AL072014,Fay,2014,2014-10-11 18:00:00,2014-10-12 18:00:00,6,1052.6905894500362,70.0,70.0,HU,10,72.0,Cat1,Cat1
in_domain,AL072022,Fiona,2022,2022-09-22 18:00:00,2022-09-24 00:00:00,6,776.9455683393662,120.0,115.0,HU,9,78.0,Cat4,Cat4
in_domain,AL081979,Unnamed,1979,1979-08-03 06:00:00,1979-08-05 12:00:00,10,639.8226377087792,30.0,30.0,TD,8,102.0,TD,TD
in_domain,AL081982,Ernesto,1982,1982-10-02 00:00:00,1982-10-02 18:00:00,4,1141.7238058601313,60.0,50.0,TS,10,66.0,TS,TS
in_domain,AL081984,Cesar,1984,1984-08-31 00:00:00,1984-09-01 00:00:00,5,791.1535761765534,50.0,25.0,SD,8,72.0,TD,TS
in_domain,AL081996,Hortense,1996,1996-09-13 12:00:00,1996-09-14 18:00:00,6,594.8503746244978,120.0,90.0,HU,9,78.0,Cat2,Cat4
in_domain,AL081999,Floyd,1999,1999-09-15 12:00:00,1999-09-17 12:00:00,10,125.41607919777151,135.0,70.0,HU,9,96.0,Cat1,Cat4
in_domain,AL082001,Gabrielle,2001,2001-09-15 00:00:00,2001-09-18 12:00:00,15,410.048378807252,70.0,55.0,TS,9,132.0,TS,Cat1
in_domain,AL082002,Gustav,2002,2002-09-08 12:00:00,2002-09-12 00:00:00,15,30.208523226296755,85.0,55.0,TS,9,132.0,TS,Cat2
in_domain,AL082004,Hermine,2004,2004-08-27 18:00:00,2004-08-31 12:00:00,16,369.7683985423392,50.0,45.0,TS,8,138.0,TS,TS
in_domain,AL082005,Harvey,2005,2005-08-03 00:00:00,2005-08-05 00:00:00,9,871.2389307510821,55.0,45.0,TS,8,96.0,TS,TS
in_domain,AL082008,Hanna,2008,2008-09-05 18:00:00,2008-09-07 12:00:00,9,238.03391521639668,75.0,45.0,TS,9,90.0,TS,Cat1
in_domain,AL082010,Fiona,2010,2010-09-03 12:00:00,2010-09-04 18:00:00,6,1092.165136272272,55.0,35.0,TS,9,78.0,TS,TS
in_domain,AL082014,Gonzalo,2014,2014-10-17 06:00:00,2014-10-18 18:00:00,8,1029.4700170701608,125.0,105.0,HU,10,84.0,Cat3,Cat4
in_domain,AL082015,Henri,2015,2015-09-08 06:00:00,2015-09-11 06:00:00,13,1322.3043439731368,45.0,20.0,LO,9,120.0,TD,TS
in_domain,AL082016,Eight,2016,2016-08-27 00:00:00,2016-09-01 00:00:00,21,104.64106546374292,30.0,30.0,TD,8,168.0,TD,TD
in_domain,AL082017,Gert,2017,2017-08-14 00:00:00,2017-08-17 00:00:00,13,411.7320976855333,95.0,70.0,HU,8,120.0,Cat1,Cat2
in_domain,AL082021,Henri,2021,2021-08-15 00:00:00,2021-08-24 18:00:00,42,317.841707315721,65.0,65.0,HU,8,282.0,Cat1,Cat1
in_domain,AL082023,Franklin,2023,2023-08-29 00:00:00,2023-08-31 18:00:00,12,677.2946928484146,130.0,110.0,HU,8,114.0,Cat3,Cat4
in_domain,AL091979,David,1979,1979-09-04 06:00:00,1979-09-06 18:00:00,11,425.8021741319157,150.0,40.0,TS,9,108.0,TS,Cat5
in_domain,AL091980,Georges,1980,1980-09-05 12:00:00,1980-09-07 18:00:00,10,647.1323490275533,70.0,30.0,SD,9,102.0,TD,Cat1
in_domain,AL091981,Cindy,1981,1981-08-02 18:00:00,1981-08-04 12:00:00,8,704.408548578192,50.0,30.0,SD,8,90.0,TD,TS
in_domain,AL091985,Gloria,1985,1985-09-26 06:00:00,1985-09-27 18:00:00,9,8.446319472266879,125.0,90.0,HU,9,84.0,Cat2,Cat4
in_domain,AL091987,Unnamed,1987,1987-09-07 00:00:00,1987-09-08 12:00:00,7,275.0203871135925,30.0,-99.0,TD,9,84.0,Unknown,TD
in_domain,AL091991,Fabian,1991,1991-10-17 00:00:00,1991-10-17 00:00:00,1,583.7809212648684,40.0,40.0,EX,10,48.0,TS,TS
in_domain,AL091992,Earl,1992,1992-09-28 12:00:00,1992-10-01 12:00:00,13,591.1805736316572,55.0,45.0,TS,9,120.0,TS,TS
in_domain,AL091993,Harvey,1993,1993-09-19 12:00:00,1993-09-20 00:00:00,3,1504.064658916146,65.0,30.0,TD,9,60.0,TD,Cat1
in_domain,AL091999,Gert,1999,1999-09-21 00:00:00,1999-09-22 06:00:00,6,1269.3517119626295,130.0,80.0,HU,9,78.0,Cat1,Cat4
in_domain,AL092004,Ivan,2004,2004-09-17 18:00:00,2004-09-20 06:00:00,11,125.63156814085784,145.0,35.0,EX,9,108.0,TS,Cat5
in_domain,AL092005,Irene,2005,2005-08-13 00:00:00,2005-08-17 06:00:00,18,524.6597053636477,90.0,60.0,TS,8,150.0,TS,Cat2
in_domain,AL092008,Ike,2008,2008-09-15 00:00:00,2008-09-15 00:00:00,1,1031.4627131326595,125.0,50.0,EX,9,48.0,TS,Cat4
in_domain,AL092011,Irene,2011,2011-08-26 06:00:00,2011-08-28 18:00:00,13,75.14379172439361,105.0,65.0,HU,8,108.0,Cat1,Cat3
in_domain,AL092016,Hermine,2016,2016-09-02 12:00:00,2016-09-08 18:00:00,26,61.217524392046485,70.0,60.0,EX,9,198.0,TS,Cat1
in_domain,AL092019,Humberto,2019,2019-09-15 12:00:00,2019-09-19 12:00:00,18,531.0220079849962,110.0,90.0,HU,9,144.0,Cat2,Cat3
in_domain,AL092020,Isaias,2020,2020-08-03 06:00:00,2020-08-05 00:00:00,9,235.3724440116656,80.0,60.0,TS,8,90.0,TS,Cat1
in_domain,AL092021,Ida,2021,2021-09-01 12:00:00,2021-09-02 18:00:00,6,493.08746700480475,130.0,30.0,EX,9,78.0,TD,Cat4
in_domain,AL092022,Ian,2022,2022-09-29 18:00:00,2022-10-01 06:00:00,8,356.8424648721633,140.0,50.0,EX,10,84.0,TS,Cat5
in_domain,AL092024,Helene,2024,2024-09-27 05:00:00,2024-09-27 12:00:00,4,706.2842640543307,120.0,45.0,TS,9,55.0,TS,Cat4
in_domain,AL101981,Dennis,1981,1981-08-19 00:00:00,1981-08-21 18:00:00,12,40.84074351475026,70.0,60.0,TS,8,114.0,TS,Cat1
in_domain,AL101984,Diana,1984,1984-09-08 12:00:00,1984-09-16 00:00:00,32,57.69094581612626,115.0,50.0,TS,9,228.0,TS,Cat4
in_domain,AL101985,Henri,1985,1985-09-21 18:00:00,1985-09-25 00:00:00,15,111.79517997137411,50.0,35.0,TS,9,126.0,TS,TS
in_domain,AL101989,Gabrielle,1989,1989-09-09 12:00:00,1989-09-12 00:00:00,11,1268.4401599921316,125.0,45.0,TS,9,108.0,TS,Cat4
in_domain,AL101992,Frances,1992,1992-10-23 18:00:00,1992-10-24 00:00:00,2,1541.4020291017496,75.0,65.0,HU,10,54.0,Cat1,Cat1
in_domain,AL101993,Unnamed,1993,1993-09-29 18:00:00,1993-09-30 18:00:00,5,1051.6637036524282,30.0,30.0,TD,9,72.0,TD,TD
in_domain,AL101996,Josephine,1996,1996-10-08 06:00:00,1996-10-09 12:00:00,6,93.59214117120409,60.0,45.0,EX,10,78.0,TS,TS
in_domain,AL102000,Florence,2000,2000-09-10 18:00:00,2000-09-16 18:00:00,25,523.3725892499219,70.0,65.0,HU,9,192.0,Cat1,Cat1
in_domain,AL102001,Humberto,2001,2001-09-22 18:00:00,2001-09-26 06:00:00,15,815.5623264069283,90.0,75.0,HU,9,132.0,Cat1,Cat2
in_domain,AL102002,Isidore,2002,2002-09-27 12:00:00,2002-09-27 18:00:00,2,717.7501808652536,110.0,20.0,EX,9,54.0,TD,Cat3
in_domain,AL102003,Fabian,2003,2003-09-05 06:00:00,2003-09-06 18:00:00,7,1015.015140548326,125.0,100.0,HU,9,84.0,Cat3,Cat4
in_domain,AL102006,Isaac,2006,2006-10-01 06:00:00,2006-10-01 18:00:00,3,1382.0597847340332,75.0,70.0,HU,10,60.0,Cat1,Cat1
in_domain,AL102019,Jerry,2019,2019-09-24 00:00:00,2019-09-27 06:00:00,14,756.527167612567,90.0,40.0,LO,9,126.0,TS,Cat2
in_domain,AL102023,Idalia,2023,2023-08-30 12:00:00,2023-09-07 18:00:00,25,202.3286237202991,115.0,55.0,EX,8,246.0,TS,Cat4
in_domain,AL111979,Frederic,1979,1979-09-14 12:00:00,1979-09-14 18:00:00,2,675.7229567068983,115.0,35.0,TS,9,54.0,TS,Cat4
